Cd Comite;Cd Etat;CD_STATION;Cd Type Pe;Code;Géométrie;Lb Comite;Lb Etat;Lb Type Pe;Necessaire;NID;NOM;Nombre d'enregistrements;Type;VID;lat;long
;;07254X0030/CPT;;;;;;;;;;1;;;45,675788691;6,066204097
;;06774X0048/S228C;;;;;;;;;;1;;;46,077682003;6,067369808
;;07494X0001/HY;;;;;;;;;;1;;;45,512441275;6,068076349
;;10454X0090/F;;;;;;;;;;1;;;43,331040245;6,068125207
;;06288X0107/P00944;;;;;;;;;;1;;;46,329093024;6,068357165
;;01938X0055/HY;;;;;;;;;;1;;;48,851027707;6,068881498
;;10224X0045/FO;;;;;;;;;;1;;;43,500282427;6,071375518
;;04098X0047/S1;;;;;;;;;;1;;;47,729424299;6,072381452
;;05024X0054/Z5TH3;;;;;;;;;;1;;;47,266820997;6,073046314
;;07258X0001/HY;;;;;;;;;;1;;;45,602758034;6,073373675
;;01934X0151/P9;;;;;;;;;;1;;;48,868528943;6,074476791
;;04418X0036/F;;;;;;;;;;1;;;47,519187188;6,074866183
;;01378X0152/HY;;;;;;;;;;1;;;49,123823561;6,076118892
;;01934X0173/P;;;;;;;;;;1;;;48,884511638;6,076281390
;;01634X0023/HY;;;;;;;;;;1;;;49,105787942;6,076651758
;;04728X0008/S1;;;;;;;;;;1;;;47,354854717;6,077856473
;;04098X0039/P;;;;;;;;;;1;;;47,759990091;6,077929444
;;07494X0148/CPT;;;;;;;;;;1;;;45,499896867;6,078032906
;;06053X0028/SCE;;;;;;;;;;1;;;46,588354148;6,078620777
;;02294X0014/HY;;;;;;;;;;1;;;48,736814757;6,078752166
;;09434X0017/F2;;;;;;;;;;1;;;44,027119594;6,079257933
;;01938X0117/P4;;;;;;;;;;1;;;48,861773603;6,079329841
;;09185X0011/F;;;;;;;;;;1;;;44,128541012;6,080192064
;;04414X0024/S;;;;;;;;;;1;;;47,624145968;6,081302757
;;05024X0058/P1;;;;;;;;;;1;;;47,264302081;6,081748189
;;06538X0052/S009E;;;;;;;;;;1;;;46,079491680;6,082036333
;;07014X0071/P2;;;;;;;;;;1;;;45,839796645;6,082040999
;;06774X0040/S088A;;;;;;;;;;1;;;46,045200451;6,082490677
;;06774X0045/S228E;;;;;;;;;;1;;;46,069221955;6,082734703
;;07014X0028/F;;;;;;;;;;1;;;45,901493573;6,083254329
;;06774X0057/S228A;;;;;;;;;;1;;;46,070559351;6,083632383
;;05024X0090/SCE;;;;;;;;;;1;;;47,321796972;6,084208820
;;07254X0017/CPT;;;;;;;;;;1;;;45,657993622;6,084375784
;;07494X0021/HY;;;;;;;;;;1;;;45,543856751;6,085651831
;;06284X1010/HY;;;;;;;;;;1;;;46,355079664;6,086306775
;;09968X0041/HY;;;;;;;;;;1;;;43,559252254;6,086892899
;;01934X0208/PZ2;;;;;;;;;;1;;;48,887700804;6,087516794
;;01934X0189/PZ5;;;;;;;;;;1;;;48,871566324;6,087718992
;;05024X0084/S;;;;;;;;;;1;;;47,301204871;6,088120047
;;09694X0004/F;;;;;;;;;;1;;;43,914280599;6,089032512
;;06284X1031/P00894;;;;;;;;;;1;;;46,347440050;6,089076948
;;10648X0133/F;;;;;;;;;;1;;;43,094008453;6,089862805
;;01938X0118/P5;;;;;;;;;;1;;;48,868464134;6,091559102
;;01938X0105/P2;;;;;;;;;;1;;;48,877887374;6,092171043
;;05024X0050/Z2CZ5;;;;;;;;;;1;;;47,287509454;6,092773438
;;04724X0009/S;;;;;;;;;;1;;;47,490813722;6,093064003
;;01634X0192/SCE;;;;;;;;;;1;;;49,131894537;6,093098860
;;07265X0016/HY;;;;;;;;;;1;;;45,559268706;6,093174098
;;09438X0011/SOU;;;;;;;;;;1;;;43,962519071;6,094082305
;;06774X0120/F;;;;;;;;;;1;;;46,066731388;6,094747048
;;10228X0083/HY;;;;;;;;;;1;;;43,459895918;6,095160205
;;02294X0096/PR;;;;;;;;;;1;;;48,759023429;6,096673355
;;01938X0151/SCE6;;;;;;;;;;1;;;48,861031231;6,096681124
;;03744X1009/S;;;;;;;;;;1;;;48,011243541;6,096749937
;;01938X0104/P1;;;;;;;;;;1;;;48,876549195;6,096754662
;;07254X0009/CPT;;;;;;;;;;1;;;45,709765202;6,096907637
;;07258X0012/CPT;;;;;;;;;;1;;;45,614186893;6,097333113
;;07494X0022/HY;;;;;;;;;;1;;;45,541100083;6,097913187
;;07025X0046/CPT;;;;;;;;;;1;;;45,724778618;6,100748676
;;01638X0215/F;;;;;;;;;;1;;;49,073926777;6,101257575
;;06778X0058/F1;;;;;;;;;;1;;;45,915894082;6,104205840
;;01641X0136/P31;;;;;;;;;;1;;;49,100149508;6,104491147
;;04724X0010/S;;;;;;;;;;1;;;47,498569305;6,106785936
;;06778X0056/F5;;;;;;;;;;1;;;45,942200535;6,108236956
;;02298X0018/P;;;;;;;;;;1;;;48,610639655;6,109305019
;;01141X0016/F;;;;;;;;;;1;;;49,455382952;6,109933062
;;04728X0047/S;;;;;;;;;;1;;;47,351984633;6,110202718
;;07738X0010/HY;;;;;;;;;;1;;;45,258067467;6,111096105
;;04724X0014/S;;;;;;;;;;1;;;47,444036394;6,114319467
;;09438X0005/HY;;;;;;;;;;1;;;44,005380306;6,114674428
;;06774X0046/SCE;;;;;;;;;;1;;;46,043673131;6,114829269
;;10235X0164/F2;;;;;;;;;;1;;;43,408719939;6,115997463
;;02301X0254/P;;;;;;;;;;1;;;48,711564598;6,116965963
;;02301X0321/G;;;;;;;;;;1;;;48,755860884;6,117229487
;;07265X0006/F;;;;;;;;;;1;;;45,535865020;6,117543867
;;01938X0050/HY;;;;;;;;;;1;;;48,788136353;6,117705418
;;02294X0092/F;;;;;;;;;;1;;;48,762115162;6,118743866
;;10454X0092/FEX1;;;;;;;;;;1;;;43,358433226;6,120239289
;;01641X0080/P1;;;;;;;;;;1;;;49,081105204;6,120879444
;;01945X0070/HY;;;;;;;;;;1;;;48,802646666;6,122001426
;;07258X0019/CPT;;;;;;;;;;1;;;45,573145751;6,122582744
;;06291X0007/HY;;;;;;;;;;1;;;46,361167822;6,123648455
;;07265X0008/P;;;;;;;;;;1;;;45,563806164;6,124349203
;;02301X0082/G;;;;;;;;;;1;;;48,715074811;6,124893967
;;01641X0094/P15;;;;;;;;;;1;;;49,103742504;6,124996479
;;04101X0006/S;;;;;;;;;;1;;;47,818004256;6,125274030
;;08701X0009/SOURCE;;;;;;;;;;1;;;44,581519693;6,125601815
;;04735X0038/S;;;;;;;;;;1;;;47,422994305;6,126070075
;;03395X0014/HY;;;;;;;;;;1;;;48,092940647;6,126222466
;;04425X0013/S;;;;;;;;;;1;;;47,559127767;6,126674020
;;06295X0006/F2;;;;;;;;;;1;;;46,370957056;6,126983022
;;05031X0037/S;;;;;;;;;;1;;;47,289362362;6,127366240
;;07261X0004/CPT;;;;;;;;;;1;;;45,675619547;6,127421362
;;02294X0104/F;;;;;;;;;;1;;;48,707187408;6,128896597
;;03751X0011/HY;;;;;;;;;;1;;;48,031046679;6,129846031
;;04425X0008/S;;;;;;;;;;1;;;47,589956447;6,130392250
;;02301X0071/HY;;;;;;;;;;1;;;48,720165619;6,130515909
;;06781X0013/S096B;;;;;;;;;;1;;;46,050703154;6,130866297
;;07505X0021/HY;;;;;;;;;;1;;;45,427764342;6,131604020
;;07265X0018/HY;;;;;;;;;;1;;;45,574402075;6,133236027
;;08705X0014/HY;;;;;;;;;;1;;;44,458191848;6,133783427
;;04105X0021/S;;;;;;;;;;1;;;47,772794148;6,137303836
;;07734X0027/HY;;;;;;;;;;1;;;45,352133619;6,138881649
;;07498X0056/HY;;;;;;;;;;1;;;45,336971880;6,139770531
;;07505X0008/S2;;;;;;;;;;1;;;45,457274103;6,140046094
;;07742X0011/HY;;;;;;;;;;1;;;45,288240804;6,140498698
;;04735X0001/S;;;;;;;;;;1;;;47,440451238;6,142104684
;;05031X0060/SONDAG;;;;;;;;;;1;;;47,287671149;6,142204693
;;01385X0008/1;;;;;;;;;;1;;;49,206269259;6,143244468
;;07505X0009/S;;;;;;;;;;1;;;45,443976754;6,143817333
;;06291X0005/143B2;;;;;;;;;;1;;;46,361934125;6,145962508
;;07261X0005/CPT;;;;;;;;;;1;;;45,695641428;6,147409252
;;10231X0049/HY;;;;;;;;;;1;;;43,553414164;6,148857678
;;09441X0015/P;;;;;;;;;;1;;;44,050815849;6,150762286
;;06291X0008/143C;;;;;;;;;;1;;;46,372773118;6,150918943
;;04425X0014/S;;;;;;;;;;1;;;47,607661314;6,151765943
;;02681X0105/P3;;;;;;;;;;1;;;48,600118451;6,152780960
;;04425X0012/S;;;;;;;;;;1;;;47,543341318;6,153414354
;;04731X0028/S;;;;;;;;;;1;;;47,433115817;6,153752756
;;10228X0094/HY;;;;;;;;;;1;;;43,409312920;6,155070432
;;10231X0051/FEX1;;;;;;;;;;1;;;43,550619426;6,156093435
;;04735X0041/S;;;;;;;;;;1;;;47,352706014;6,156419044
;;10461X0067/F;;;;;;;;;;1;;;43,343166175;6,156571703
;;01385X0328/429B;;;;;;;;;;1;;;49,176859365;6,161629457
;;03751X0009/HY;;;;;;;;;;1;;;48,035739706;6,161864859
;;07265X0026/HY;;;;;;;;;;1;;;45,573930711;6,161876745
;;01945X0089/HY;;;;;;;;;;1;;;48,795061334;6,162292369
;;07025X0015/S232G;;;;;;;;;;1;;;45,781774956;6,162781344
;;09185X0007/HY;;;;;;;;;;1;;;44,149650925;6,163662573
;;07265X0027/HY;;;;;;;;;;1;;;45,590016923;6,165228203
;;05031X0054/S;;;;;;;;;;1;;;47,277780152;6,165428581
;;01945X0043/HY;;;;;;;;;;1;;;48,835181087;6,166572266
;;03755X1001/F;;;;;;;;;;1;;;47,959893701;6,168445419
;;06781X0014/F137A;;;;;;;;;;1;;;46,029945327;6,168554426
;;07261X0006/CPT;;;;;;;;;;1;;;45,712679216;6,168652723
;;07025X0022/SCE;;;;;;;;;;1;;;45,778185808;6,168805262
;;05031X0038/S;;;;;;;;;;1;;;47,322970416;6,168966985
;;02301X0017/F;;;;;;;;;;1;;;48,744943495;6,169110792
;;04425X0007/S;;;;;;;;;;1;;;47,602619808;6,169382094
;;02681X0102/P2;;;;;;;;;;1;;;48,587633223;6,170004686
;;01146X0037/P2A;;;;;;;;;;1;;;49,346191661;6,170026174
;;07021X0033/S242C;;;;;;;;;;1;;;45,823932975;6,170878146
;;02681X0060/F;;;;;;;;;;1;;;48,583553073;6,170888396
;;04105X0020/S;;;;;;;;;;1;;;47,716269524;6,171924733
;;02682X0084/F;;;;;;;;;;1;;;48,580760236;6,172353723
;;07501X0064/S;;;;;;;;;;1;;;45,493047687;6,173398371
;;07501X0008/HY;;;;;;;;;;1;;;45,461358363;6,173404178
;;01145X0029/F;;;;;;;;;;1;;;49,383708708;6,174331983
;;04105X0026/F;;;;;;;;;;1;;;47,698924866;6,174473445
;;01381X0039/P7;;;;;;;;;;1;;;49,304876021;6,175120676
;;03756X1003/HY;;;;;;;;;;1;;;47,995100243;6,175979805
;;04731X0002/S;;;;;;;;;;1;;;47,521639497;6,176326959
;;04421X0017/S;;;;;;;;;;1;;;47,607379226;6,176442686
;;01141X0027/F2;;;;;;;;;;1;;;49,477350963;6,177057240
;;01385X0059/PC;;;;;;;;;;1;;;49,171498252;6,178616638
;;07026X0001/F;;;;;;;;;;1;;;45,743088251;6,178744493
;;03751X0018/HY;;;;;;;;;;1;;;48,051921622;6,179488396
;;01381X0034/P2;;;;;;;;;;1;;;49,304854413;6,180258692
;;10235X0213/F;;;;;;;;;;1;;;43,446345116;6,180466344
;;05031X0041/P1;;;;;;;;;;1;;;47,287860302;6,183243996
;;01141X0009/HY;;;;;;;;;;1;;;49,437432941;6,184319968
;;09446X0003/HY;;;;;;;;;;1;;;43,927464623;6,184654671
;;01385X0167/P102;;;;;;;;;;1;;;49,214770876;6,186724802
;;04425X0011/S;;;;;;;;;;1;;;47,585765839;6,186981628
;;07265X0024/HY;;;;;;;;;;1;;;45,578159849;6,188101024
;;10235X0212/F;;;;;;;;;;1;;;43,460885676;6,188823776
;;05031X0040/P;;;;;;;;;;1;;;47,289550138;6,189066868
;;03751X0010/HY;;;;;;;;;;1;;;47,955535023;6,191123971
;;07501X0063/S;;;;;;;;;;1;;;45,496878500;6,191863078
;;07265X0031/HY;;;;;;;;;;1;;;45,591730301;6,192687780
;;08942X0006/HY;;;;;;;;;;1;;;44,387812094;6,193670300
;;06786X0005/S2303A;;;;;;;;;;1;;;45,945323235;6,193990175
;;07021X0038/S299B;;;;;;;;;;1;;;45,898482558;6,195748657
;;03395X0026/HY;;;;;;;;;;1;;;48,069864813;6,195975967
;;01145X0021/F;;;;;;;;;;1;;;49,367454364;6,197041103
;;04105X0019/S;;;;;;;;;;1;;;47,795380410;6,197856101
;;01385X0336/P;;;;;;;;;;1;;;49,180045972;6,198039532
;;07742X0051/CPT;;;;;;;;;;1;;;45,318926017;6,198670992
;;01385X0056/F1;;;;;;;;;;1;;;49,152200684;6,199496462
;;07022X0016/S176A;;;;;;;;;;1;;;45,879813204;6,200550831
;;03751X0012/HY;;;;;;;;;;1;;;48,033171708;6,202107632
;;04731X0008/S;;;;;;;;;;1;;;47,479962411;6,202850412
;;10236X0334/F;;;;;;;;;;1;;;43,413647008;6,204363014
;;02301X0069/HY;;;;;;;;;;1;;;48,737288458;6,206687462
;;08705X0023/SOU;;;;;;;;;;1;;;44,540650340;6,207208290
;;02301X0387/F;;;;;;;;;;1;;;48,678821778;6,207713134
;;07265X0032/HY;;;;;;;;;;1;;;45,602031995;6,209620038
;;07261X0014/CPT;;;;;;;;;;1;;;45,676900618;6,211734015
;;07261X0017/CPT;;;;;;;;;;1;;;45,681243528;6,212021353
;;03752X0032/HY;;;;;;;;;;1;;;48,061655757;6,212638316
;;01146X0042/P9;;;;;;;;;;1;;;49,362824368;6,213471859
;;02306X0113/F;;;;;;;;;;1;;;48,686750790;6,213616030
;;07022X0024/S275C;;;;;;;;;;1;;;45,831868560;6,215959505
;;06786X0010/S102A;;;;;;;;;;1;;;45,931829326;6,216170240
;;01145X0041/P1;;;;;;;;;;1;;;49,342460451;6,216202477
;;07506X0023/CPT;;;;;;;;;;1;;;45,391721429;6,216449591
;;07502X0061/CPT;;;;;;;;;;1;;;45,492000941;6,219596784
;;07022X0017/S036A;;;;;;;;;;1;;;45,874547348;6,219695210
;;07265X0073/CPT;;;;;;;;;;1;;;45,628490306;6,220354347
;;04421X0014/P;;;;;;;;;;1;;;47,582297988;6,223980353
;;03396X0014/HY;;;;;;;;;;1;;;48,075523166;6,224565825
;;01146X0011/P1;;;;;;;;;;1;;;49,381747994;6,226055761
;;03752X0030/HY;;;;;;;;;;1;;;47,983106131;6,226079628
;;07022X0028/S003A;;;;;;;;;;1;;;45,891539590;6,226321612
;;07261X0013/CPT;;;;;;;;;;1;;;45,679155608;6,226405642
;;07502X0034/CPT;;;;;;;;;;1;;;45,517107725;6,227867626
;;01945X0052/HY;;;;;;;;;;1;;;48,779018071;6,228046898
;;02306X0418/D8;;;;;;;;;;1;;;48,664645024;6,228946005
;;07746X0010/CPT;;;;;;;;;;1;;;45,224369921;6,229047502
;;02302X0098/F;;;;;;;;;;1;;;48,775167735;6,230647301
;;01146X0063/P;;;;;;;;;;1;;;49,368701473;6,231858182
;;07502X0057/CPT;;;;;;;;;;1;;;45,475958482;6,232098768
;;07022X0023/S275G;;;;;;;;;;1;;;45,803559678;6,232169839
;;07502X0051/CPT;;;;;;;;;;1;;;45,443773785;6,234450165
;;09442X0018/HY;;;;;;;;;;1;;;44,020326126;6,235361763
;;07502X0018/S;;;;;;;;;;1;;;45,494389821;6,237267805
;;07261X0018/CPT;;;;;;;;;;1;;;45,624584991;6,237337622
;;01146X0064/P;;;;;;;;;;1;;;49,370708461;6,237714809
;;09182X0006/HY;;;;;;;;;;1;;;44,285768596;6,237835538
;;07747X0022/CPT;;;;;;;;;;1;;;45,261253278;6,241748951
;;08702X0030/HY;;;;;;;;;;1;;;44,565395545;6,242165852
;;01146X0012/P2;;;;;;;;;;1;;;49,380272110;6,242765315
;;03752X0033/HY;;;;;;;;;;1;;;47,951670801;6,246646444
;;10461X0064/FEX1;;;;;;;;;;1;;;43,339386523;6,246668897
;;09186X0004/P;;;;;;;;;;1;;;44,129546604;6,247315504
;;04102X0024/S;;;;;;;;;;1;;;47,897015119;6,248346097
;;02302X0097/HY;;;;;;;;;;1;;;48,766511696;6,249235998
;;07506X0036/CPT;;;;;;;;;;1;;;45,418768157;6,250761848
;;07266X0021/S;;;;;;;;;;1;;;45,556489238;6,251273941
;;09446X0001/HY;;;;;;;;;;1;;;43,981262751;6,254004193
;;01146X0013/P1;;;;;;;;;;1;;;49,402530571;6,254274470
;;07506X0035/CPT;;;;;;;;;;1;;;45,410775290;6,254413777
;;08941X0044/SOU;;;;;;;;;;1;;;44,407253018;6,254630261
;;04736X0016/S;;;;;;;;;;1;;;47,397481210;6,257379438
;;08702X0021/SOURCE;;;;;;;;;;1;;;44,521457524;6,257542680
;;04732X0019/S;;;;;;;;;;1;;;47,516241221;6,259795200
;;02306X0412/R11;;;;;;;;;;1;;;48,637584335;6,260245356
;;07742X0052/CPT;;;;;;;;;;1;;;45,316476000;6,266070466
;;03042X0054/TD;;;;;;;;;;1;;;48,420094250;6,266427775
;;10232X0045/FEX1;;;;;;;;;;1;;;43,520461226;6,266697790
;;01642X0069/F5;;;;;;;;;;1;;;49,106686106;6,267691771
;;01142X0153/F;;;;;;;;;;1;;;49,453671353;6,268300625
;;07742X0041/CPT;;;;;;;;;;1;;;45,338429393;6,268788143
;;02686X0059/HY;;;;;;;;;;1;;;48,486669094;6,269093009
;;03757X0005/S;;;;;;;;;;1;;;47,936463470;6,269209471
;;06786X0046/SO;;;;;;;;;;1;;;45,911098145;6,269224659
;;02682X0096/PR;;;;;;;;;;1;;;48,535239941;6,271476995
;;07502X0055/CPT;;;;;;;;;;1;;;45,487131291;6,271894659
;;09186X0006/SOU;;;;;;;;;;1;;;44,097456856;6,272916962
;;08702X0002/SOURCE;;;;;;;;;;1;;;44,577649805;6,273038660
;;07502X0043/CPT;;;;;;;;;;1;;;45,495176323;6,274304014
;;10462X0076/HY;;;;;;;;;;1;;;43,340497808;6,274392793
;;07027X0010/F1;;;;;;;;;;1;;;45,760651900;6,274840843
;;03756X0009/S;;;;;;;;;;1;;;47,923077321;6,275345368
;;09977X0028/HY;;;;;;;;;;1;;;43,598922930;6,276967168
;;10233X0053/HY;;;;;;;;;;1;;;43,498013876;6,277016681
;;09976X0042/FEX1;;;;;;;;;;1;;;43,632878958;6,277175305
;;07266X0012/HY;;;;;;;;;;1;;;45,619666988;6,277424888
;;07502X0031/CPT;;;;;;;;;;1;;;45,532822379;6,278715569
;;10232X0042/HY;;;;;;;;;;1;;;43,526434594;6,279618367
;;02686X0018/P;;;;;;;;;;1;;;48,432017091;6,281202802
;;07503X0014/CPT;;;;;;;;;;1;;;45,515086534;6,281493462
;;10233X0030/F;;;;;;;;;;1;;;43,548566232;6,281822974
;;06297X0022/F2105A;;;;;;;;;;1;;;46,311701449;6,282025636
;;06787X0003/S282C;;;;;;;;;;1;;;45,953287662;6,282214884
;;07503X0013/CPT;;;;;;;;;;1;;;45,524557235;6,283353604
;;09702X0001/HY;;;;;;;;;;1;;;43,865295524;6,283538676
;;09976X0070/HY;;;;;;;;;;1;;;43,575491678;6,284520360
;;07507X0018/CPT;;;;;;;;;;1;;;45,374210607;6,287323670
;;07502X0033/CPT;;;;;;;;;;1;;;45,529199036;6,288522344
;;02307X0238/F;;;;;;;;;;1;;;48,641086019;6,289512136
;;06787X0004/S280Z;;;;;;;;;;1;;;45,894306873;6,292868093
;;01142X0034/SEN1;;;;;;;;;;1;;;49,426236792;6,293209432
;;01146X0183/TD;;;;;;;;;;1;;;49,408358905;6,294517467
;;03756X1005/HY;;;;;;;;;;1;;;48,013645641;6,294569906
;;07507X0016/CPT;;;;;;;;;;1;;;45,409884810;6,295000264
;;02686X0017/P;;;;;;;;;;1;;;48,494366905;6,297245635
;;07502X0035/CPT;;;;;;;;;;1;;;45,525221578;6,298374305
;;02303X0065/P;;;;;;;;;;1;;;48,748287636;6,298690320
;;08703X0021/SOU;;;;;;;;;;1;;;44,569351173;6,298726000
;;03753X0005/HY;;;;;;;;;;1;;;47,986408448;6,299125854
;;07263X0023/HY;;;;;;;;;;1;;;45,676746697;6,299675822
;;03756X0010/P;;;;;;;;;;1;;;47,902611724;6,300615845
;;03756X0011/P;;;;;;;;;;1;;;47,900571547;6,301451040
;;07742X0043/CPT;;;;;;;;;;1;;;45,333847246;6,301557099
;;02306X0407/AC3;;;;;;;;;;1;;;48,632961598;6,303996368
;;05033X0027/P;;;;;;;;;;1;;;47,330763064;6,304198898
;;03753X0007/F;;;;;;;;;;1;;;48,045626156;6,304272985
;;07503X0023/P;;;;;;;;;;1;;;45,539285094;6,304344819
;;01143X0019/P1;;;;;;;;;;1;;;49,451732067;6,304407741
;;03753X0015/HY;;;;;;;;;;1;;;48,064931820;6,304433000
;;09187X0007/HY;;;;;;;;;;1;;;44,157806154;6,304795837
;;07267X0096/CPT;;;;;;;;;;1;;;45,554024829;6,305032098
;;02307X0304/S3;;;;;;;;;;1;;;48,676585596;6,305460771
;;02687X0058/TD;;;;;;;;;;1;;;48,447861638;6,305844161
;;03754X0032/F;;;;;;;;;;1;;;48,073227582;6,309180727
;;07267X0075/CPT;;;;;;;;;;1;;;45,625077318;6,309549943
;;07027X0015/S234A;;;;;;;;;;1;;;45,785958109;6,310102221
;;08943X0026/HY;;;;;;;;;;1;;;44,399014056;6,311756775
;;07022X0055/F3;;;;;;;;;;1;;;45,920665968;6,312050946
;;07503X0022/CPT;;;;;;;;;;1;;;45,457112708;6,315797488
;;07746X0026/CPT;;;;;;;;;;1;;;45,214317142;6,316042412
;;05033X0049/CN;;;;;;;;;;1;;;47,339061741;6,316176704
;;07267X0104/CPT;;;;;;;;;;1;;;45,610646202;6,316327939
;;05033X0025/S;;;;;;;;;;1;;;47,329461859;6,317236042
;;07267X0091/CPT;;;;;;;;;;1;;;45,550982195;6,317309250
;;08703X0014/HY;;;;;;;;;;1;;;44,570425424;6,317368288
;;07747X0041/CPT;;;;;;;;;;1;;;45,180211065;6,319032692
;;04733X0003/P;;;;;;;;;;1;;;47,476546228;6,320390737
;;07503X0010/CPT;;;;;;;;;;1;;;45,525393916;6,320482957
;;07023X0023/S280A;;;;;;;;;;1;;;45,896911528;6,321143947
;;07267X0093/CPT;;;;;;;;;;1;;;45,542384595;6,321967370
;;01147X0015/HY;;;;;;;;;;1;;;49,384424416;6,322889147
;;10237X0084/SOU;;;;;;;;;;1;;;43,398363140;6,322987686
;;07747X0026/CPT;;;;;;;;;;1;;;45,184714439;6,324187361
;;07263X0006/HY;;;;;;;;;;1;;;45,668810271;6,324649380
;;01143X0041/HY;;;;;;;;;;1;;;49,428184497;6,325021279
;;04423X0027/S;;;;;;;;;;1;;;47,690457668;6,326856266
;;01143X0054/HY;;;;;;;;;;1;;;49,420091481;6,328720301
;;07507X0004/CPT;;;;;;;;;;1;;;45,426773857;6,332268384
;;09443X0009/SOU;;;;;;;;;;1;;;43,981057523;6,333630049
;;07507X0006/CPT;;;;;;;;;;1;;;45,403549777;6,335013031
;;01143X0050/HY;;;;;;;;;;1;;;49,444368921;6,335251627
;;03753X0017/F;;;;;;;;;;1;;;48,061054915;6,336573222
;;07023X0016/S265C;;;;;;;;;;1;;;45,813827207;6,337048572
;;06786X0019/S282A;;;;;;;;;;1;;;45,982426649;6,337297521
;;04733X0008/P;;;;;;;;;;1;;;47,504277779;6,337813151
;;08943X0022/HY;;;;;;;;;;1;;;44,320238715;6,340347916
;;07263X0001/HY;;;;;;;;;;1;;;45,659678991;6,340419548
;;07743X0065/CPT;;;;;;;;;;1;;;45,349575027;6,341085324
;;03397X0026/HY;;;;;;;;;;1;;;48,094308276;6,343996033
;;07023X0002/HY;;;;;;;;;;1;;;45,798502987;6,344470368
;;01943X0043/HY;;;;;;;;;;1;;;48,885663939;6,344729718
;;04733X0007/S;;;;;;;;;;1;;;47,430381954;6,345569641
;;04103X0071/S;;;;;;;;;;1;;;47,834403477;6,345793405
;;07507X0003/CPT;;;;;;;;;;1;;;45,431994548;6,346786299
;;07027X0031/S265Z;;;;;;;;;;1;;;45,793670776;6,347324733
;;04737X0053/P;;;;;;;;;;1;;;47,347923847;6,349458545
;;02683X0146/P3BIS;;;;;;;;;;1;;;48,575922672;6,350991633
;;08228X0005/HY;;;;;;;;;;1;;;44,840307998;6,351532042
;;08943X0024/HY;;;;;;;;;;1;;;44,406248688;6,351974308
;;07022X0078/F1;;;;;;;;;;1;;;45,878197633;6,352949647
;;03397X0016/HY;;;;;;;;;;1;;;48,135506939;6,353456996
;;10233X0048/FEX1;;;;;;;;;;1;;;43,505722701;6,353939741
;;04737X0018/S;;;;;;;;;;1;;;47,377792169;6,353943641
;;01143X0027/HY;;;;;;;;;;1;;;49,458250476;6,354063948
;;08948X0010/HY;;;;;;;;;;1;;;44,335319115;6,354252266
;;07744X0023/CPT;;;;;;;;;;1;;;45,323584340;6,355900192
;;07747X0028/CPT;;;;;;;;;;1;;;45,223482839;6,356921537
;;07507X0007/CPT;;;;;;;;;;1;;;45,436786156;6,358758278
;;03753X0008/HY;;;;;;;;;;1;;;48,006809061;6,360613011
;;03043X0087/HY;;;;;;;;;;1;;;48,371621692;6,360819833
;;07983X0002/CPT;;;;;;;;;;1;;;45,173160276;6,362423810
;;01147X0001/F;;;;;;;;;;1;;;49,375663027;6,362651824
;;03393X0026/HY;;;;;;;;;;1;;;48,153482024;6,363427857
;;03043X0086/HY;;;;;;;;;;1;;;48,371070690;6,367833174
;;03757X1001/HY;;;;;;;;;;1;;;47,988044384;6,368102021
;;04427X0010/S;;;;;;;;;;1;;;47,567615939;6,368395765
;;07275X0011/CPT;;;;;;;;;;1;;;45,462852380;6,369118117
;;07027X0003/HY;;;;;;;;;;1;;;45,732250126;6,369262010
;;06787X0006/S302A;;;;;;;;;;1;;;45,920800858;6,370202385
;;03047X0047/HY;;;;;;;;;;1;;;48,239223542;6,370301191
;;03397X0031/F;;;;;;;;;;1;;;48,021373512;6,371387631
;;09703X0002/HY;;;;;;;;;;1;;;43,832698313;6,371736053
;;10233X0046/HY;;;;;;;;;;1;;;43,506689806;6,371820934
;;01143X0039/HY;;;;;;;;;;1;;;49,435771510;6,372072664
;;01143X0037/HY;;;;;;;;;;1;;;49,429764533;6,372245240
;;03754X0006/HY;;;;;;;;;;1;;;48,006809387;6,372285496
;;07747X0029/CPT;;;;;;;;;;1;;;45,226871250;6,373211121
;;08943X0023/HY;;;;;;;;;;1;;;44,359135906;6,373497858
;;04427X0026/C4;;;;;;;;;;1;;;47,537743289;6,374517342
;;02683X0137/N21;;;;;;;;;;1;;;48,576547845;6,375223083
;;01947X0019/S;;;;;;;;;;1;;;48,802390941;6,375868256
;;07027X0002/HY;;;;;;;;;;1;;;45,730961811;6,376401397
;;07267X0080/CPT;;;;;;;;;;1;;;45,584248629;6,377198521
;;01144X0006/S;;;;;;;;;;1;;;49,454273231;6,377214702
;;07027X0071/CPT;;;;;;;;;;1;;;45,724491198;6,379407268
;;01144X0004/S;;;;;;;;;;1;;;49,459689824;6,379554700
;;07268X0025/CPT;;;;;;;;;;1;;;45,574466016;6,380328600
;;04427X0012/S;;;;;;;;;;1;;;47,591960446;6,381902081
;;07263X0017/HY;;;;;;;;;;1;;;45,703618544;6,382539017
;;09703X0001/HY;;;;;;;;;;1;;;43,888587463;6,382589289
;;08471X0017/SOU;;;;;;;;;;1;;;44,788664533;6,383200686
;;06298X0027/S048B;;;;;;;;;;1;;;46,270051217;6,383466657
